2013-11-06 18:17:45.9426|INFO|loginfo|2013/11/6 18:17:45
2013-11-06 18:17:50.6699|INFO|loginfo|2013/11/6 18:17:50
2013-11-06 18:17:54.4691|INFO|loginfo|2013/11/6 18:17:54
2013-11-06 18:17:58.3933|INFO|loginfo|2013/11/6 18:17:58
2013-11-06 18:17:58.3933|INFO|loginfo|2013/11/6 18:17:58
2013-11-06 18:18:02.4356|INFO|loginfo|2013/11/6 18:18:02
2013-11-06 18:18:02.4356|INFO|loginfo|2013/11/6 18:18:02
2013-11-06 18:18:06.1228|INFO|loginfo|2013/11/6 18:18:06
2013-11-06 18:18:06.1228|INFO|loginfo|2013/11/6 18:18:06
2013-11-06 18:18:10.1750|INFO|loginfo|2013/11/6 18:18:10
2013-11-06 18:18:10.1750|INFO|loginfo|2013/11/6 18:18:10
2013-11-06 18:18:13.9052|INFO|loginfo|2013/11/6 18:18:13
2013-11-06 18:18:13.9052|INFO|loginfo|2013/11/6 18:18:13
2013-11-06 18:18:17.7005|INFO|loginfo|2013/11/6 18:18:17
2013-11-06 18:18:17.7005|INFO|loginfo|2013/11/6 18:18:17
2013-11-06 18:18:21.5897|INFO|loginfo|2013/11/6 18:18:21
2013-11-06 18:18:21.5897|INFO|loginfo|2013/11/6 18:18:21
2013-11-06 18:18:25.2669|INFO|loginfo|2013/11/6 18:18:25
2013-11-06 18:18:25.2669|INFO|loginfo|2013/11/6 18:18:25
2013-11-06 18:18:29.3051|INFO|loginfo|2013/11/6 18:18:29
2013-11-06 18:18:29.3051|INFO|loginfo|2013/11/6 18:18:29
2013-11-06 18:18:33.2193|INFO|loginfo|2013/11/6 18:18:33
2013-11-06 18:18:33.2193|INFO|loginfo|2013/11/6 18:18:33
2013-11-06 18:18:37.0626|INFO|loginfo|2013/11/6 18:18:37
2013-11-06 18:18:37.0626|INFO|loginfo|2013/11/6 18:18:37
2013-11-06 18:18:41.0718|INFO|loginfo|2013/11/6 18:18:41
2013-11-06 18:18:41.0718|INFO|loginfo|2013/11/6 18:18:41
2013-11-06 18:19:44.1714|INFO|loginfo|8
2013-11-06 18:19:44.3164|INFO|loginfo|2013/11/6 18:19:44
2013-11-06 18:19:53.5819|INFO|loginfo|2013/11/6 18:19:53
2013-11-06 18:19:53.5839|INFO|loginfo|9
2013-11-06 18:19:53.5839|INFO|loginfo|2013/11/6 18:19:53
2013-11-06 18:20:01.2374|INFO|loginfo|2013/11/6 18:20:01
2013-11-06 18:20:01.2374|INFO|loginfo|10
2013-11-06 18:20:01.2374|INFO|loginfo|2013/11/6 18:20:01
2013-11-06 18:20:08.5148|INFO|loginfo|2013/11/6 18:20:08
2013-11-06 18:20:08.5148|INFO|loginfo|11
2013-11-06 18:20:08.5148|INFO|loginfo|2013/11/6 18:20:08
2013-11-06 18:21:28.1823|INFO|loginfo|0
2013-11-06 18:21:28.3534|INFO|loginfo|2013/11/6 18:21:28
2013-11-06 18:21:37.8219|INFO|loginfo|2013/11/6 18:21:37
2013-11-06 18:21:37.8229|INFO|loginfo|1
2013-11-06 18:21:37.8229|INFO|loginfo|2013/11/6 18:21:37
2013-11-06 18:21:45.2293|INFO|loginfo|2013/11/6 18:21:45
2013-11-06 18:21:45.2293|INFO|loginfo|2
2013-11-06 18:21:45.2293|INFO|loginfo|2013/11/6 18:21:45
2013-11-06 18:21:53.1908|INFO|loginfo|2013/11/6 18:21:53
2013-11-06 18:21:53.1908|INFO|loginfo|3
2013-11-06 18:21:53.1908|INFO|loginfo|2013/11/6 18:21:53
2013-11-06 18:22:01.0472|INFO|loginfo|2013/11/6 18:22:01
2013-11-06 18:22:01.0472|INFO|loginfo|4
2013-11-06 18:22:01.0472|INFO|loginfo|2013/11/6 18:22:01
2013-11-06 18:22:08.5687|INFO|loginfo|2013/11/6 18:22:08
2013-11-06 18:22:08.5687|INFO|loginfo|5
2013-11-06 18:22:08.5727|INFO|loginfo|2013/11/6 18:22:08
2013-11-06 18:22:15.8941|INFO|loginfo|2013/11/6 18:22:15
2013-11-06 18:22:15.8941|INFO|loginfo|6
2013-11-06 18:22:15.8941|INFO|loginfo|2013/11/6 18:22:15
2013-11-06 18:22:23.2975|INFO|loginfo|2013/11/6 18:22:23
2013-11-06 18:22:23.2975|INFO|loginfo|7
2013-11-06 18:22:23.2975|INFO|loginfo|2013/11/6 18:22:23
2013-11-06 18:22:31.4860|INFO|loginfo|2013/11/6 18:22:31
2013-11-06 18:22:31.4860|INFO|loginfo|8
2013-11-06 18:22:31.4890|INFO|loginfo|2013/11/6 18:22:31
2013-11-06 18:22:38.9914|INFO|loginfo|2013/11/6 18:22:38
2013-11-06 18:22:38.9914|INFO|loginfo|9
2013-11-06 18:22:38.9914|INFO|loginfo|2013/11/6 18:22:38
2013-11-06 18:22:46.3118|INFO|loginfo|2013/11/6 18:22:46
2013-11-06 18:22:46.3118|INFO|loginfo|10
2013-11-06 18:22:46.3118|INFO|loginfo|2013/11/6 18:22:46
2013-11-06 18:22:54.4493|INFO|loginfo|2013/11/6 18:22:54
2013-11-06 18:22:54.4493|INFO|loginfo|11
2013-11-06 18:22:54.4533|INFO|loginfo|2013/11/6 18:22:54
2013-11-06 18:23:55.8488|INFO|loginfo|0
2013-11-06 18:23:55.9488|INFO|loginfo|2013/11/6 18:23:55
2013-11-06 18:24:08.6315|INFO|loginfo|2013/11/6 18:24:08
2013-11-06 18:24:08.6315|INFO|loginfo|1
2013-11-06 18:24:08.6315|INFO|loginfo|2013/11/6 18:24:08
2013-11-06 18:24:19.8732|INFO|loginfo|2013/11/6 18:24:19
2013-11-06 18:24:19.8732|INFO|loginfo|2
2013-11-06 18:24:19.8732|INFO|loginfo|2013/11/6 18:24:19
2013-11-06 18:24:30.9688|INFO|loginfo|2013/11/6 18:24:30
2013-11-06 18:24:30.9688|INFO|loginfo|3
2013-11-06 18:24:30.9688|INFO|loginfo|2013/11/6 18:24:30
2013-11-06 18:24:42.3655|INFO|loginfo|2013/11/6 18:24:42
2013-11-06 18:24:42.3655|INFO|loginfo|4
2013-11-06 18:24:42.3655|INFO|loginfo|2013/11/6 18:24:42
2013-11-06 18:24:53.9231|INFO|loginfo|2013/11/6 18:24:53
2013-11-06 18:24:53.9231|INFO|loginfo|5
2013-11-06 18:24:53.9231|INFO|loginfo|2013/11/6 18:24:53
2013-11-06 18:25:06.4478|INFO|loginfo|2013/11/6 18:25:06
2013-11-06 18:25:06.4478|INFO|loginfo|6
2013-11-06 18:25:06.4478|INFO|loginfo|2013/11/6 18:25:06
2013-11-06 18:25:18.0715|INFO|loginfo|2013/11/6 18:25:18
2013-11-06 18:25:18.0715|INFO|loginfo|7
2013-11-06 18:25:18.0715|INFO|loginfo|2013/11/6 18:25:18
2013-11-06 18:25:29.3111|INFO|loginfo|2013/11/6 18:25:29
2013-11-06 18:25:29.3131|INFO|loginfo|8
2013-11-06 18:25:29.3131|INFO|loginfo|2013/11/6 18:25:29
2013-11-06 18:25:40.3518|INFO|loginfo|2013/11/6 18:25:40
2013-11-06 18:25:40.3518|INFO|loginfo|9
2013-11-06 18:25:40.3518|INFO|loginfo|2013/11/6 18:25:40
2013-11-06 18:25:52.0734|INFO|loginfo|2013/11/6 18:25:52
2013-11-06 18:25:52.0734|INFO|loginfo|10
2013-11-06 18:25:52.0734|INFO|loginfo|2013/11/6 18:25:52
2013-11-06 18:26:03.4661|INFO|loginfo|2013/11/6 18:26:03
2013-11-06 18:26:03.4661|INFO|loginfo|11
2013-11-06 18:26:03.4661|INFO|loginfo|2013/11/6 18:26:03
2013-11-06 18:26:15.0168|INFO|loginfo|2013/11/6 18:26:15
2013-11-06 18:26:15.0168|INFO|loginfo|12
2013-11-06 18:26:15.0168|INFO|loginfo|2013/11/6 18:26:15
2013-11-06 18:26:29.4146|INFO|loginfo|2013/11/6 18:26:29
2013-11-06 18:26:29.4146|INFO|loginfo|13
2013-11-06 18:26:29.4146|INFO|loginfo|2013/11/6 18:26:29
2013-11-06 18:26:40.6952|INFO|loginfo|2013/11/6 18:26:40
2013-11-06 18:26:40.6952|INFO|loginfo|14
